sequence_number,V_allele,D_allele,J_allele
39880,ighv3-64*03,ighd1-7*01,ighj4*03
39881,ighv3-74*03,ighd5-12*01,ighj2*01
39882,ighv1-69-2*01,ighd2-15*01,ighj4*02
39883,ighv3-73*02,ighd2-21*01,ighj2*01
39884,ighv1-69*09,ighd3-22*01,ighj3*01
39885,ighv2-70*20,ighd1-26*01,ighj5*01
39886,ighv1-58*01,ighd6-6*01,ighj1*01
39887,ighv3-11*06,ighd3-16*02,ighj5*01
39888,ighv3-23d*01,ighd6-25*01,ighj5*02
39889,ighv2-70d*04,ighd2-21*02,ighj4*03
39890,ighv3-9*02,ighd1-26*01,ighj4*03
39891,ighv1-2*06,ighd3-22*01,ighj5*02
39892,ighv1-24*01,ighd3-10*02,ighj4*03
39893,ighv3-74*03,ighd1-1*01,ighj6*04
39894,ighv1-46*04,ighd6-13*01,ighj4*03
39895,ighv3-74*03,ighd1-20*01,ighj4*02
39896,ighv3-15*06,ighd3-3*02,ighj4*03
39897,ighv1-8*01,ighd3-16*01,ighj3*01
39898,ighv1-69*14,ighd1-7*01,ighj3*02
39899,ighv4-39*01,ighd1-26*01,ighj6*01
39900,ighv2-70d*04,ighd3-16*02,ighj4*03
39901,ighv5-51*07,ighd4-17*01,ighj3*02
39902,ighv2-70*20,ighd3-3*02,ighj5*01
39903,ighv5-10-1*04,ighd3-9*01,ighj3*02
39904,ighv3-49*05,ighd1-7*01,ighj4*03
39905,ighv1-3*02,ighd4-17*01,ighj5*02
39906,ighv3-23d*01,ighd2-2*02,ighj6*04
39907,ighv4-28*05,ighd3-16*01,ighj4*02
39908,ighv3-11*06,ighd2-15*01,ighj4*03
39909,ighv3-30-5*01,ighd3-3*01,ighj4*02
39910,ighv1-24*01,ighd3-3*02,ighj4*03
39911,ighv1-18*03,ighd3-10*01,ighj4*02
39912,ighv3-43d*03,ighd6-13*01,ighj4*03
39913,ighv1-46*04,ighd2-21*02,ighj4*03
39914,ighv4-34*10,ighd3-10*02,ighj5*01
39915,ighv1-69-2*01,ighd1-26*01,ighj5*02
39916,ighv1-18*03,ighd6-6*01,ighj2*01
39917,ighv2-26*02,ighd3-22*01,ighj4*03
39918,ighv3-23d*01,ighd2-21*01,ighj4*02
39919,ighv1-2*06,ighd5-12*01,ighj4*02
39920,ighv1-2*06,ighd3-3*01,ighj3*01
39921,ighv1-18*04,ighd3-10*02,ighj5*01
39922,ighv1-24*01,ighd3-3*02,ighj6*01
39923,ighv1-2*06,ighd4-4*01,ighj4*02
39924,ighv1-3*03,ighd3-16*02,ighj4*03
39925,ighv3-35*02,ighd2-8*02,ighj6*01
39926,ighv1-45*01,ighd3-9*01,ighj4*03
39927,ighv1-69d*01,ighd1-20*01,ighj4*02
39928,ighv6-1*02,ighd6-25*01,ighj3*02
39929,ighv1-3*03,ighd3-16*02,ighj3*02
39930,ighv2-26*03,ighd1-7*01,ighj3*01
39931,ighv1-46*03,ighd3-9*01,ighj4*02
39932,ighv1-69d*01,ighd3-10*02,ighj4*03
39933,ighv1-45*01,ighd6-19*01,ighj6*01
39934,ighv1-69*14,ighd5-5*01,ighj4*03
39935,ighv1-18*03,ighd1-26*01,ighj4*02
39936,ighv3-48*04,ighd6-25*01,ighj4*03
39937,ighv1-45*02,ighd1-7*01,ighj4*02
39938,ighv1-45*01,ighd2-15*01,ighj4*03
39939,ighv2-70*20,ighd2-21*02,ighj4*03
39940,ighv3-21*06,ighd3-10*02,ighj6*01
39941,ighv2-26*03,ighd6-19*01,ighj4*02
39942,ighv3-13*01,ighd1-20*01,ighj4*02
39943,ighv2-26*03,ighd3-3*01,ighj4*02
39944,ighv1-18*03,ighd2-2*02,ighj4*02
39945,ighv1-24*01,ighd4-17*01,ighj4*03
39946,ighv1-58*01,ighd5-12*01,ighj6*04
39947,ighv1-69-2*01,ighd3-10*01,ighj4*02
39948,ighv1-58*02,ighd1-1*01,ighj4*03
39949,ighv6-1*01,ighd2-2*02,ighj5*02
39950,ighv1-45*01,ighd3-9*01,ighj5*01
39951,ighv3-64*05,ighd2-15*01,ighj5*02
39952,ighv3-64*03,ighd3-22*01,ighj6*01
39953,ighv1-2*07,ighd2-8*02,ighj4*03
39954,ighv1-69-2*01,ighd3-16*02,ighj1*01
39955,ighv3-53*02,ighd5-5*01,ighj6*01
39956,ighv2-26*02,ighd6-13*01,ighj4*03
39957,ighv3-64*03,ighd2-21*02,ighj4*03
39958,ighv1-69-2*01,ighd1-20*01,ighj3*02
39959,ighv1-24*01,ighd2-8*02,ighj5*01
39960,ighv3-49*05,ighd3-10*02,ighj4*03
39961,ighv1-2*06,ighd4-17*01,ighj4*02
39962,ighv1-45*01,ighd3-16*02,ighj4*03
39963,ighv3-23*01,ighd5-18*01,ighj4*02
39964,ighv1-69d*01,ighd2-2*02,ighj4*02
39965,ighv2-5*02,ighd3-22*01,ighj3*02
39966,ighv4-61*02,ighd6-6*01,ighj4*02
39967,ighv3-23*04,ighd1-26*01,ighj5*01
39968,ighv3-11*06,ighd2-2*01,ighj4*03
39969,ighv2-70*10,ighd1-1*01,ighj4*02
39970,ighv2-70*10,ighd4-17*01,ighj4*02
39971,ighv1-24*01,ighd1-26*01,ighj4*03
39972,ighv2-5*02,ighd2-2*01,ighj6*01
39973,ighv3-30*04,ighd4-17*01,ighj4*03
39974,ighv1-58*01,ighd2-15*01,ighj6*04
39975,ighv3-62*04,ighd3-3*02,ighj5*01
39976,ighv3-30-3*02,ighd6-6*01,ighj3*02
39977,ighv3-48*04,ighd3-16*02,ighj4*03
39978,ighv1-69d*01,ighd2-15*01,ighj4*03
39979,ighv3-30-3*03,ighd3-16*01,ighj2*01
39980,ighv2-26*03,ighd6-6*01,ighj6*04
39981,ighv1-24*01,ighd3-10*02,ighj4*03
39982,ighv2-5*02,ighd5-18*01,ighj4*03
39983,ighv1-58*01,ighd3-3*01,ighj4*02
39984,ighv1-24*01,ighd1-26*01,ighj4*02
39985,ighv3-43d*04,ighd5-5*01,ighj4*02
39986,ighv1-24*01,ighd2-21*02,ighj4*03
39987,ighv3-30-3*03,ighd1-20*01,ighj4*02
39988,ighv1-58*02,ighd6-25*01,ighj4*03
39989,ighv1-58*01,ighd3-10*01,ighj4*02
39990,ighv1-24*01,ighd6-19*01,ighj3*01
39991,ighv3-43d*04,ighd6-25*01,ighj4*02
39992,ighv3-23*04,ighd3-9*01,ighj4*03
39993,ighv1-3*03,ighd3-3*02,ighj5*01
39994,ighv3-7*05,ighd3-22*01,ighj3*01
39995,ighv1-18*04,ighd6-13*01,ighj5*01
39996,ighv3-nl1*01,ighd5-5*01,ighj2*01
39997,ighv1-18*03,ighd1-7*01,ighj4*02
39998,ighv1-69d*01,ighd6-13*01,ighj4*03
39999,ighv3-23d*01,ighd3-16*02,ighj4*03
40000,ighv2-26*03,ighd4-4*01,ighj4*02
40001,ighv2-70d*04,ighd1-7*01,ighj6*01
40002,ighv1-46*03,ighd6-19*01,ighj4*02
40003,ighv1-69-2*01,ighd4-17*01,ighj5*01
40004,ighv2-5*02,ighd1-1*01,ighj4*03
40005,ighv3-48*04,ighd3-9*01,ighj6*01
40006,ighv4-39*06,ighd1-26*01,ighj3*01
40007,ighv3-43*02,ighd3-9*01,ighj3*01
40008,ighv1-2*07,ighd3-3*02,ighj5*01
40009,ighv1-3*03,ighd6-13*01,ighj4*03
40010,ighv3-30*04,ighd4-17*01,ighj5*01
40011,ighv4-59*01,ighd2-15*01,ighj5*02
40012,ighv1-45*01,ighd4-17*01,ighj4*03
40013,ighv2-70*10,ighd3-16*01,ighj6*04
40014,ighv3-66*03,ighd5-18*01,ighj1*01
40015,ighv4-59*01,ighd7-27*01,ighj5*02
40016,ighv2-5*01,ighd3-10*01,ighj4*02
40017,ighv2-70d*14,ighd4-17*01,ighj5*02
40018,ighv2-70d*14,ighd6-6*01,ighj4*02
40019,ighv1-69d*01,ighd3-16*02,ighj6*01
40020,ighv2-5*02,ighd3-9*01,ighj6*01
40021,ighv1-69*14,ighd1-1*01,ighj4*03
40022,ighv3-11*05,ighd5-18*01,ighj5*02
40023,ighv3-35*02,ighd2-2*02,ighj4*02
40024,ighv1-69d*01,ighd6-6*01,ighj6*01
40025,ighv1-24*01,ighd3-10*01,ighj4*02
40026,ighv1-69*14,ighd6-6*01,ighj3*02
40027,ighv1-8*01,ighd2-2*02,ighj4*02
40028,ighv3-9*02,ighd3-9*01,ighj4*03
40029,ighv3-53*01,ighd1-1*01,ighj5*02
40030,ighv2-70d*14,ighd6-13*01,ighj4*02
40031,ighv3-21*06,ighd2-2*01,ighj5*01
40032,ighv1-24*01,ighd6-13*01,ighj4*02
40033,ighv2-70*20,ighd6-19*01,ighj4*03
40034,ighv2-5*02,ighd6-13*01,ighj6*01
40035,ighv1-18*04,ighd3-10*02,ighj4*03
40036,ighv3-43*01,ighd5-5*01,ighj6*01
40037,ighv1-69*14,ighd5-12*01,ighj5*01
40038,ighv3-43*02,ighd2-21*01,ighj5*02
40039,ighv7-4-1*01,ighd3-3*02,ighj6*01
40040,ighv2-70*20,ighd4-17*01,ighj5*01
40041,ighv1-58*01,ighd6-13*01,ighj4*02
40042,ighv4-28*05,ighd1-20*01,ighj4*02
40043,ighv3-66*01,ighd3-16*02,ighj6*01
40044,ighv2-70d*14,ighd2-8*01,ighj6*04
40045,ighv1-2*06,ighd5-12*01,ighj4*02
40046,ighv3-53*01,ighd1-26*01,ighj5*02
40047,ighv3-43d*04,ighd3-9*01,ighj4*02
40048,ighv5-10-1*03,ighd3-10*01,ighj6*04
40049,ighv1-69-2*01,ighd3-16*01,ighj4*02
40050,ighv3-15*05,ighd3-3*01,ighj6*04
40051,ighv3-74*03,ighd4-17*01,ighj4*02
40052,ighv1-45*01,ighd2-2*01,ighj4*03
40053,ighv1-3*03,ighd3-9*01,ighj5*01
40054,ighv1-2*06,ighd6-13*01,ighj5*02
40055,ighv1-3*02,ighd2-15*01,ighj4*02
40056,ighv1-8*02,ighd2-21*02,ighj5*01
40057,ighv1-69*14,ighd4-4*01,ighj4*03
40058,ighv2-70*10,ighd1-26*01,ighj4*02
40059,ighv3-74*02,ighd4-4*01,ighj4*03
40060,ighv1-8*01,ighd5-5*01,ighj4*02
40061,ighv3-nl1*01,ighd3-9*01,ighj4*02
40062,ighv1-69-2*01,ighd6-13*01,ighj4*03
40063,ighv1-18*04,ighd6-13*01,ighj6*01
40064,ighv1-69*09,ighd3-16*01,ighj3*01
40065,ighv1-24*01,ighd1-26*01,ighj4*03
40066,ighv1-69-2*01,ighd4-4*01,ighj4*03
40067,ighv3-62*04,ighd3-9*01,ighj3*02
40068,ighv7-4-1*02,ighd3-9*01,ighj4*02
40069,ighv1-58*02,ighd3-16*02,ighj5*01
40070,ighv2-26*02,ighd4-17*01,ighj4*03
40071,ighv1-69d*01,ighd6-19*01,ighj4*02
40072,ighv3-73*02,ighd3-16*01,ighj4*02
40073,ighv2-5*02,ighd3-22*01,ighj4*03
40074,ighv1-58*01,ighd5-12*01,ighj4*02
40075,ighv1-2*07,ighd6-19*01,ighj4*03
40076,ighv2-70d*14,ighd3-16*01,ighj6*04
40077,ighv1-46*04,ighd6-13*01,ighj6*01
40078,ighv3-15*05,ighd1-7*01,ighj4*02
40079,ighv1-2*06,ighd3-22*01,ighj5*02
40080,ighv1-69-2*01,ighd2-2*02,ighj3*01
40081,ighv4-30-4*02,ighd3-10*02,ighj6*01
40082,ighv1-24*01,ighd6-25*01,ighj4*03
40083,ighv1-69*14,ighd5-18*01,ighj4*03
40084,ighv2-26*02,ighd2-2*01,ighj4*03
40085,ighv1-69*09,ighd2-2*02,ighj6*04
40086,ighv1-18*03,ighd5-5*01,ighj4*02
40087,ighv1-69-2*01,ighd4-4*01,ighj4*02
40088,ighv3-23d*01,ighd3-16*01,ighj6*04
40089,ighv1-3*03,ighd6-13*01,ighj4*03
40090,ighv2-26*02,ighd3-9*01,ighj4*03
40091,ighv1-69*14,ighd1-20*01,ighj6*01
40092,ighv1-18*03,ighd6-6*01,ighj5*02
40093,ighv3-9*02,ighd3-3*02,ighj4*03
40094,ighv3-30*04,ighd2-8*02,ighj4*03
40095,ighv2-70d*04,ighd3-16*02,ighj6*01
40096,ighv2-70*10,ighd3-22*01,ighj2*01
40097,ighv2-26*02,ighd2-2*01,ighj5*01
40098,ighv2-70d*14,ighd3-16*01,ighj4*02
40099,ighv2-70*20,ighd3-16*02,ighj4*03
40100,ighv3-49*05,ighd3-16*02,ighj4*03
40101,ighv1-24*01,ighd3-3*01,ighj4*02
40102,ighv3-30-3*02,ighd3-10*02,ighj3*02
40103,ighv2-5*02,ighd3-22*01,ighj4*03
40104,ighv2-70d*04,ighd6-13*01,ighj4*03
40105,ighv1-8*01,ighd6-19*01,ighj6*04
40106,ighv3-23d*01,ighd1-7*01,ighj4*03
40107,ighv1-18*04,ighd3-9*01,ighj3*02
40108,ighv5-51*07,ighd3-10*02,ighj3*02
40109,ighv3-7*05,ighd1-26*01,ighj4*02
40110,ighv2-26*03,ighd3-16*01,ighj5*02
40111,ighv1-18*03,ighd6-19*01,ighj5*02
40112,ighv3-11*05,ighd1-20*01,ighj6*04
40113,ighv2-70d*14,ighd3-22*01,ighj4*02
40114,ighv5-51*07,ighd5-18*01,ighj4*03
40115,ighv1-58*01,ighd4-17*01,ighj2*01
40116,ighv7-4-1*02,ighd5-5*01,ighj4*02
40117,ighv2-70d*04,ighd3-16*02,ighj1*01
40118,ighv6-1*01,ighd5-5*01,ighj4*02
40119,ighv1-45*01,ighd2-8*02,ighj4*03
40120,ighv3-62*04,ighd1-1*01,ighj4*03
40121,ighv4-39*01,ighd6-25*01,ighj6*01
40122,ighv1-18*03,ighd2-21*01,ighj6*04
40123,ighv1-2*07,ighd6-13*01,ighj3*02
40124,ighv1-2*07,ighd5-5*01,ighj5*01
40125,ighv3-11*05,ighd6-13*01,ighj6*04
40126,ighv2-70d*04,ighd6-6*01,ighj6*01
40127,ighv5-51*07,ighd3-22*01,ighj4*03
40128,ighv2-70*20,ighd3-3*02,ighj4*03
40129,ighv1-2*07,ighd2-15*01,ighj4*03
40130,ighv1-18*03,ighd3-22*01,ighj4*02
40131,ighv5-10-1*04,ighd3-3*02,ighj4*03
40132,ighv1-69-2*01,ighd6-19*01,ighj2*01
40133,ighv2-5*01,ighd6-13*01,ighj5*02
40134,ighv1-45*01,ighd6-13*01,ighj4*03
40135,ighv2-70*20,ighd1-20*01,ighj3*02
40136,ighv1-8*02,ighd1-1*01,ighj4*03
40137,ighv3-48*04,ighd3-22*01,ighj4*03
40138,ighv1-69*14,ighd3-9*01,ighj4*03
40139,ighv2-70*10,ighd2-2*02,ighj4*02
40140,ighv3-43d*03,ighd1-1*01,ighj4*03
40141,ighv3-66*01,ighd3-22*01,ighj4*03
40142,ighv1-18*03,ighd6-13*01,ighj6*04
40143,ighv3-73*02,ighd3-9*01,ighj5*02
40144,ighv1-46*03,ighd2-15*01,ighj4*02
40145,ighv3-23d*01,ighd6-19*01,ighj5*02
40146,ighv3-30*04,ighd3-16*02,ighj5*01
40147,ighv3-73*01,ighd7-27*01,ighj4*03
40148,ighv3-7*03,ighd5-18*01,ighj6*01
40149,ighv3-30-5*02,ighd6-13*01,ighj4*03
40150,ighv1-2*07,ighd6-6*01,ighj4*03
40151,ighv2-70d*04,ighd4-4*01,ighj4*03
40152,ighv1-24*01,ighd4-17*01,ighj3*02
40153,ighv1-69*09,ighd4-4*01,ighj4*02
40154,ighv3-20*01,ighd2-2*01,ighj4*03
40155,ighv3-21*02,ighd3-16*01,ighj4*02
40156,ighv2-26*03,ighd3-10*01,ighj4*02
40157,ighv2-70d*14,ighd4-17*01,ighj5*02
40158,ighv1-69d*01,ighd2-21*01,ighj5*02
40159,ighv1-46*03,ighd3-16*01,ighj4*02
40160,ighv1-58*02,ighd3-16*02,ighj3*02
40161,ighv1-58*02,ighd3-10*02,ighj4*03
40162,ighv2-70*10,ighd6-6*01,ighj4*02
40163,ighv2-5*01,ighd6-13*01,ighj4*02
40164,ighv1-2*07,ighd5-5*01,ighj5*01
40165,ighv1-45*02,ighd3-3*01,ighj4*02
40166,ighv1-69-2*01,ighd2-21*02,ighj4*03
40167,ighv1-69d*01,ighd1-7*01,ighj4*03
40168,ighv3-23*04,ighd1-20*01,ighj4*03
40169,ighv2-70d*04,ighd6-13*01,ighj3*02
40170,ighv1-3*03,ighd4-17*01,ighj4*03
40171,ighv1-8*02,ighd3-9*01,ighj6*01
40172,ighv3-66*03,ighd6-19*01,ighj4*02
40173,ighv1-8*02,ighd3-22*01,ighj4*03
40174,ighv1-69-2*01,ighd3-16*01,ighj3*01
40175,ighv2-70d*14,ighd5-18*01,ighj3*01
40176,ighv1-3*02,ighd6-6*01,ighj4*02
40177,ighv1-58*01,ighd3-16*01,ighj6*04
40178,ighv2-5*02,ighd5-12*01,ighj6*01
40179,ighv2-5*01,ighd4-17*01,ighj4*02
40180,ighv3-53*02,ighd2-21*02,ighj3*02
40181,ighv1-18*04,ighd3-16*02,ighj4*03
40182,ighv1-24*01,ighd3-9*01,ighj3*01
40183,ighv1-45*02,ighd3-3*01,ighj4*02
40184,ighv1-24*01,ighd3-10*01,ighj5*02
40185,ighv4-31*02,ighd1-7*01,ighj4*03
40186,ighv3-nl1*01,ighd2-8*01,ighj4*02
40187,ighv1-3*03,ighd2-8*02,ighj4*03
40188,ighv3-9*01,ighd6-19*01,ighj4*02
40189,ighv3-48*04,ighd1-1*01,ighj3*02
40190,ighv1-2*07,ighd3-9*01,ighj5*01
40191,ighv3-74*03,ighd5-5*01,ighj2*01
40192,ighv4-4*08,ighd3-3*02,ighj5*01
40193,ighv1-58*01,ighd3-16*01,ighj4*02
40194,ighv3-53*01,ighd4-4*01,ighj6*04
40195,ighv2-5*01,ighd6-6*01,ighj4*02
40196,ighv3-62*04,ighd5-18*01,ighj4*02
40197,ighv3-21*02,ighd2-21*01,ighj4*02
40198,ighv1-18*03,ighd6-19*01,ighj4*02
40199,ighv1-3*03,ighd1-26*01,ighj3*02
40200,ighv2-70d*14,ighd3-3*01,ighj3*01
40201,ighv3-43*01,ighd5-5*01,ighj6*01
40202,ighv1-69*09,ighd6-25*01,ighj4*02
40203,ighv1-58*01,ighd3-10*01,ighj4*02
40204,ighv1-18*03,ighd1-7*01,ighj4*02
40205,ighv1-69*14,ighd6-25*01,ighj3*02
40206,ighv3-49*05,ighd3-22*01,ighj4*03
40207,ighv3-30*03,ighd5-12*01,ighj6*04
40208,ighv3-11*05,ighd1-1*01,ighj5*02
40209,ighv1-69d*01,ighd1-1*01,ighj4*02
40210,ighv1-18*03,ighd2-8*01,ighj4*02
40211,ighv2-70d*04,ighd1-1*01,ighj6*01
40212,ighv6-1*02,ighd4-17*01,ighj3*02
40213,ighv4-30-2*03,ighd6-19*01,ighj4*02
40214,ighv1-18*03,ighd3-22*01,ighj3*01
40215,ighv2-70*10,ighd2-21*01,ighj6*04
40216,ighv3-nl1*01,ighd3-10*02,ighj3*02
40217,ighv6-1*02,ighd3-22*01,ighj4*03
40218,ighv3-30-5*01,ighd1-26*01,ighj4*02
40219,ighv2-5*01,ighd6-19*01,ighj5*02
40220,ighv1-18*03,ighd3-22*01,ighj3*01
40221,ighv2-5*01,ighd3-16*01,ighj4*02
40222,ighv2-70d*14,ighd3-10*01,ighj4*02
40223,ighv3-74*02,ighd6-13*01,ighj5*01
40224,ighv1-8*02,ighd1-26*01,ighj5*01
40225,ighv2-26*03,ighd2-2*02,ighj5*02
40226,ighv1-69*09,ighd6-13*01,ighj4*02
40227,ighv4-30-2*03,ighd6-19*01,ighj6*04
40228,ighv2-70d*04,ighd3-16*02,ighj6*01
40229,ighv3-64*05,ighd4-4*01,ighj6*04
40230,ighv4-31*10,ighd3-10*01,ighj5*02
40231,ighv3-66*01,ighd5-12*01,ighj4*03
40232,ighv3-49*01,ighd3-22*01,ighj4*02
40233,ighv3-64*05,ighd7-27*01,ighj3*01
40234,ighv1-58*01,ighd3-9*01,ighj6*04
40235,ighv1-69-2*01,ighd3-10*02,ighj6*01
40236,ighv7-4-1*02,ighd5-5*01,ighj3*01
40237,ighv5-10-1*03,ighd4-4*01,ighj6*04
40238,ighv4-38-2*02,ighd4-4*01,ighj6*01
40239,ighv2-70*20,ighd6-25*01,ighj3*02
40240,ighv4-39*01,ighd1-20*01,ighj6*01
40241,ighv3-48*03,ighd6-6*01,ighj4*02
40242,ighv2-70d*04,ighd5-12*01,ighj6*01
40243,ighv1-18*03,ighd6-19*01,ighj4*02
40244,ighv3-23*01,ighd2-2*02,ighj5*02
40245,ighv1-69-2*01,ighd1-7*01,ighj4*03
40246,ighv1-3*02,ighd3-10*01,ighj4*02
40247,ighv2-5*01,ighd1-7*01,ighj4*02
40248,ighv1-8*02,ighd2-21*02,ighj3*02
40249,ighv3-72*01,ighd6-6*01,ighj4*03
40250,ighv2-5*02,ighd6-6*01,ighj4*03
40251,ighv6-1*02,ighd4-17*01,ighj4*03
40252,ighv1-69-2*01,ighd3-22*01,ighj4*02
40253,ighv1-18*04,ighd5-18*01,ighj1*01
40254,ighv3-66*01,ighd3-22*01,ighj3*02
40255,ighv1-8*02,ighd3-22*01,ighj6*01
40256,ighv1-69-2*01,ighd3-10*02,ighj3*02
40257,ighv3-66*03,ighd3-9*01,ighj4*02
40258,ighv4-4*08,ighd6-25*01,ighj4*03
40259,ighv1-3*03,ighd2-21*02,ighj4*03
40260,ighv1-8*02,ighd3-16*02,ighj5*01
40261,ighv1-18*04,ighd3-3*02,ighj5*01
40262,ighv1-45*01,ighd3-9*01,ighj4*03
40263,ighv3-64*03,ighd6-6*01,ighj5*01
40264,ighv3-73*02,ighd3-16*01,ighj3*01
40265,ighv2-70d*04,ighd2-8*02,ighj6*01
40266,ighv3-13*05,ighd2-15*01,ighj5*01
40267,ighv3-33*02,ighd6-25*01,ighj6*01
40268,ighv1-69-2*01,ighd6-25*01,ighj6*01
40269,ighv1-3*03,ighd1-1*01,ighj5*01
40270,ighv1-58*01,ighd1-1*01,ighj4*02
40271,ighv1-69*09,ighd3-22*01,ighj5*02
40272,ighv3-72*01,ighd3-10*01,ighj4*02
40273,ighv1-24*01,ighd4-17*01,ighj4*02
40274,ighv4-61*08,ighd2-15*01,ighj6*01
40275,ighv1-8*01,ighd5-5*01,ighj4*02
40276,ighv3-23d*01,ighd3-16*02,ighj4*03
40277,ighv2-70*10,ighd6-19*01,ighj6*04
40278,ighv2-70d*14,ighd6-25*01,ighj4*02
40279,ighv2-70d*04,ighd2-15*01,ighj6*01
40280,ighv3-64*05,ighd6-6*01,ighj4*02
40281,ighv1-69*14,ighd6-19*01,ighj6*01
40282,ighv4-59*11,ighd1-1*01,ighj5*01
40283,ighv2-5*01,ighd2-2*02,ighj3*01
40284,ighv3-49*05,ighd3-3*02,ighj6*01
40285,ighv3-30-5*02,ighd3-3*02,ighj4*03
40286,ighv1-18*04,ighd3-9*01,ighj5*01
40287,ighv2-5*02,ighd4-17*01,ighj6*01
40288,ighv1-46*03,ighd3-22*01,ighj4*02
40289,ighv3-9*01,ighd3-16*01,ighj4*02
40290,ighv1-18*03,ighd3-22*01,ighj6*04
40291,ighv1-69-2*01,ighd3-9*01,ighj4*02
40292,ighv3-35*02,ighd7-27*01,ighj6*04
40293,ighv3-23*04,ighd6-6*01,ighj4*03
40294,ighv2-70d*14,ighd4-17*01,ighj4*02
40295,ighv1-58*02,ighd5-12*01,ighj6*01
40296,ighv3-62*04,ighd1-1*01,ighj6*01
40297,ighv3-48*03,ighd3-16*01,ighj3*01
40298,ighv2-70d*14,ighd2-2*02,ighj4*02
40299,ighv1-2*06,ighd3-16*01,ighj1*01
40300,ighv1-45*01,ighd1-7*01,ighj4*03
40301,ighv1-46*04,ighd2-2*01,ighj4*03
40302,ighv1-18*03,ighd3-3*01,ighj4*02
40303,ighv1-8*01,ighd3-22*01,ighj4*02
40304,ighv1-58*02,ighd3-16*02,ighj6*01
40305,ighv2-70*10,ighd1-1*01,ighj4*02
40306,ighv3-13*05,ighd6-25*01,ighj6*01
40307,ighv3-66*03,ighd3-10*01,ighj4*02
40308,ighv2-70d*14,ighd3-16*01,ighj4*02
40309,ighv1-8*02,ighd3-3*02,ighj2*01
40310,ighv2-5*01,ighd2-8*01,ighj4*02
40311,ighv3-23*04,ighd6-19*01,ighj3*02
40312,ighv3-74*03,ighd3-10*01,ighj5*02
40313,ighv4-28*06,ighd3-9*01,ighj5*01
40314,ighv3-13*01,ighd3-3*01,ighj3*01
40315,ighv3-11*06,ighd4-4*01,ighj4*03
40316,ighv2-26*02,ighd2-15*01,ighj4*03
40317,ighv2-5*01,ighd5-18*01,ighj6*04
40318,ighv2-26*03,ighd1-7*01,ighj5*02
40319,ighv3-30-3*03,ighd1-26*01,ighj4*02
40320,ighv1-58*01,ighd3-10*01,ighj5*02
40321,ighv3-20*01,ighd3-10*02,ighj4*03
40322,ighv2-70d*14,ighd2-8*01,ighj3*01
40323,ighv5-10-1*04,ighd4-17*01,ighj6*01
40324,ighv1-45*01,ighd6-25*01,ighj4*03
40325,ighv3-15*06,ighd3-3*02,ighj3*02
40326,ighv2-26*02,ighd5-18*01,ighj4*03
40327,ighv3-74*03,ighd3-9*01,ighj6*04
40328,ighv1-2*06,ighd2-15*01,ighj4*02
40329,ighv1-3*02,ighd6-6*01,ighj3*01
40330,ighv1-24*01,ighd1-20*01,ighj3*01
40331,ighv1-3*02,ighd5-12*01,ighj4*02
40332,ighv1-45*01,ighd3-10*02,ighj6*01
40333,ighv1-24*01,ighd2-8*02,ighj4*03
40334,ighv1-69d*01,ighd3-10*01,ighj3*01
40335,ighv1-45*01,ighd3-10*02,ighj4*03
40336,ighv1-2*06,ighd1-20*01,ighj6*04
40337,ighv3-7*03,ighd6-6*01,ighj3*02
40338,ighv1-8*01,ighd6-13*01,ighj6*04
40339,ighv1-24*01,ighd2-2*02,ighj4*02
40340,ighv1-46*04,ighd2-2*01,ighj1*01
40341,ighv1-69*14,ighd6-6*01,ighj4*03
40342,ighv3-66*01,ighd1-1*01,ighj4*03
40343,ighv4-31*10,ighd2-2*02,ighj3*01
40344,ighv1-46*03,ighd5-5*01,ighj5*02
40345,ighv2-70d*14,ighd6-19*01,ighj3*01
40346,ighv3-35*02,ighd3-22*01,ighj6*01
40347,ighv3-20*01,ighd3-9*01,ighj4*03
40348,ighv3-73*01,ighd1-7*01,ighj6*01
40349,ighv3-23d*01,ighd4-4*01,ighj4*02
40350,ighv2-70*10,ighd4-17*01,ighj3*01
40351,ighv1-2*07,ighd2-8*02,ighj4*03
40352,ighv4-30-4*01,ighd2-2*02,ighj3*01
40353,ighv1-69d*01,ighd3-3*01,ighj2*01
40354,ighv1-24*01,ighd2-15*01,ighj5*02
40355,ighv2-70d*14,ighd1-7*01,ighj4*02
40356,ighv4-28*06,ighd6-19*01,ighj4*03
40357,ighv3-62*04,ighd4-17*01,ighj5*02
40358,ighv2-5*02,ighd4-4*01,ighj1*01
40359,ighv1-69d*01,ighd5-18*01,ighj4*02
40360,ighv3-64d*09,ighd3-10*01,ighj4*02
40361,ighv1-24*01,ighd3-16*02,ighj4*03
40362,ighv6-1*02,ighd4-4*01,ighj5*01
40363,ighv3-11*06,ighd6-19*01,ighj2*01
40364,ighv3-64d*06,ighd4-4*01,ighj3*02
40365,ighv3-30-5*01,ighd3-9*01,ighj2*01
40366,ighv2-26*03,ighd6-13*01,ighj5*02
40367,ighv3-53*02,ighd3-9*01,ighj4*03
40368,ighv1-46*03,ighd2-8*01,ighj4*02
40369,ighv2-26*03,ighd4-4*01,ighj4*02
40370,ighv1-69-2*01,ighd2-15*01,ighj6*01
40371,ighv6-1*02,ighd3-10*02,ighj4*03
40372,ighv1-69*09,ighd4-4*01,ighj4*02
