sequence_number,V_allele,D_allele,J_allele
37619,ighv3-30-3*03,ighd3-10*01,ighj4*02
37620,ighv2-70d*04,ighd1-20*01,ighj4*03
37621,ighv1-69d*01,ighd2-8*02,ighj6*01
37622,ighv3-48*04,ighd2-21*02,ighj2*01
37623,ighv1-69d*01,ighd5-18*01,ighj4*02
37624,ighv1-24*01,ighd4-17*01,ighj3*02
37625,ighv1-24*01,ighd1-26*01,ighj4*03
37626,ighv1-18*04,ighd6-19*01,ighj4*03
37627,ighv3-21*02,ighd3-3*01,ighj4*02
37628,ighv3-30-5*01,ighd3-3*01,ighj3*01
37629,ighv2-70*10,ighd1-1*01,ighj6*04
37630,ighv3-53*01,ighd3-16*01,ighj5*02
37631,ighv2-70*20,ighd6-25*01,ighj4*03
37632,ighv2-5*02,ighd4-17*01,ighj4*03
37633,ighv3-64*05,ighd2-2*02,ighj6*04
37634,ighv1-69d*01,ighd6-19*01,ighj5*01
37635,ighv2-70*20,ighd6-19*01,ighj6*01
37636,ighv1-69-2*01,ighd6-25*01,ighj6*01
37637,ighv4-61*08,ighd6-6*01,ighj4*03
37638,ighv2-26*03,ighd4-4*01,ighj3*01
37639,ighv3-43*02,ighd1-7*01,ighj6*04
37640,ighv3-23d*01,ighd5-5*01,ighj4*03
37641,ighv1-69*14,ighd3-3*02,ighj4*03
37642,ighv3-9*01,ighd6-25*01,ighj4*02
37643,ighv2-5*01,ighd3-22*01,ighj3*01
37644,ighv1-3*03,ighd2-2*01,ighj4*03
37645,ighv1-69-2*01,ighd3-16*01,ighj5*02
37646,ighv3-43d*03,ighd5-18*01,ighj4*03
37647,ighv3-21*06,ighd3-16*02,ighj4*03
37648,ighv1-69d*01,ighd6-25*01,ighj3*01
37649,ighv2-26*02,ighd3-16*02,ighj6*01
37650,ighv5-10-1*03,ighd3-3*01,ighj3*01
37651,ighv2-70*20,ighd6-6*01,ighj4*03
37652,ighv1-46*04,ighd6-19*01,ighj4*03
37653,ighv3-23*04,ighd5-12*01,ighj6*01
37654,ighv3-21*02,ighd6-6*01,ighj4*02
37655,ighv4-28*06,ighd2-2*01,ighj4*03
37656,ighv3-72*01,ighd3-22*01,ighj4*02
37657,ighv3-64d*06,ighd2-8*02,ighj4*03
37658,ighv4-59*11,ighd5-18*01,ighj4*03
37659,ighv1-69*09,ighd6-13*01,ighj3*01
37660,ighv1-46*04,ighd7-27*01,ighj4*03
37661,ighv1-69d*01,ighd3-10*02,ighj4*03
37662,ighv4-30-4*02,ighd3-3*02,ighj4*03
37663,ighv1-58*02,ighd3-16*02,ighj4*03
37664,ighv2-70*20,ighd6-19*01,ighj3*02
37665,ighv3-11*06,ighd5-5*01,ighj4*03
37666,ighv3-72*01,ighd6-19*01,ighj6*01
37667,ighv3-23*04,ighd6-6*01,ighj6*01
37668,ighv1-3*03,ighd6-13*01,ighj4*03
37669,ighv2-70*10,ighd3-3*01,ighj4*02
37670,ighv2-70*10,ighd5-18*01,ighj4*02
37671,ighv1-69d*01,ighd3-10*01,ighj4*02
37672,ighv3-43*02,ighd1-20*01,ighj4*02
37673,ighv2-70d*14,ighd2-21*01,ighj4*02
37674,ighv3-62*04,ighd2-2*02,ighj6*04
37675,ighv3-74*03,ighd5-18*01,ighj6*04
37676,ighv1-8*02,ighd3-9*01,ighj4*03
37677,ighv6-1*01,ighd1-1*01,ighj4*02
37678,ighv1-24*01,ighd2-2*01,ighj4*03
37679,ighv1-46*04,ighd6-6*01,ighj4*03
37680,ighv1-24*01,ighd1-20*01,ighj6*04
37681,ighv2-26*03,ighd3-16*01,ighj6*04
37682,ighv3-53*01,ighd3-3*01,ighj4*02
37683,ighv1-69d*01,ighd5-18*01,ighj4*03
37684,ighv6-1*02,ighd5-5*01,ighj6*01
37685,ighv6-1*02,ighd2-2*01,ighj4*03
37686,ighv1-69d*01,ighd1-1*01,ighj4*02
37687,ighv3-30-3*02,ighd3-3*02,ighj4*03
37688,ighv1-69d*01,ighd6-6*01,ighj3*01
37689,ighv1-24*01,ighd2-8*01,ighj5*02
37690,ighv3-23*04,ighd2-2*01,ighj3*02
37691,ighv1-58*02,ighd6-25*01,ighj6*01
37692,ighv3-15*06,ighd1-20*01,ighj5*01
37693,ighv3-nl1*01,ighd6-13*01,ighj4*03
37694,ighv1-3*03,ighd1-1*01,ighj4*03
37695,ighv7-4-1*01,ighd3-16*02,ighj4*03
37696,ighv2-70d*14,ighd2-21*01,ighj6*04
37697,ighv7-4-1*02,ighd6-6*01,ighj5*02
37698,ighv2-70d*14,ighd6-6*01,ighj4*02
37699,ighv2-5*02,ighd5-5*01,ighj5*01
37700,ighv2-70d*04,ighd2-8*02,ighj4*03
37701,ighv1-46*03,ighd3-22*01,ighj4*02
37702,ighv6-1*01,ighd3-9*01,ighj4*02
37703,ighv1-69*09,ighd6-25*01,ighj3*01
37704,ighv2-70d*04,ighd5-5*01,ighj4*03
37705,ighv3-48*03,ighd5-12*01,ighj4*02
37706,ighv3-nl1*01,ighd5-5*01,ighj3*01
37707,ighv1-18*03,ighd6-13*01,ighj4*02
37708,ighv1-18*03,ighd3-10*01,ighj2*01
37709,ighv3-15*05,ighd1-7*01,ighj4*02
37710,ighv1-18*03,ighd6-13*01,ighj2*01
37711,ighv3-7*05,ighd3-10*01,ighj4*02
37712,ighv2-70*10,ighd2-2*02,ighj6*04
37713,ighv1-2*06,ighd1-1*01,ighj5*02
37714,ighv2-70d*04,ighd3-3*02,ighj2*01
37715,ighv3-48*03,ighd3-22*01,ighj4*02
37716,ighv1-18*03,ighd3-16*01,ighj4*02
37717,ighv2-5*02,ighd3-22*01,ighj6*01
37718,ighv1-69d*01,ighd2-21*02,ighj4*03
37719,ighv1-69-2*01,ighd2-8*02,ighj4*03
37720,ighv1-46*04,ighd6-6*01,ighj4*03
37721,ighv3-30*03,ighd2-15*01,ighj3*01
37722,ighv3-15*05,ighd2-8*01,ighj4*02
37723,ighv1-3*02,ighd3-16*01,ighj4*02
37724,ighv1-58*02,ighd3-3*02,ighj3*02
37725,ighv1-45*01,ighd2-2*01,ighj4*03
37726,ighv3-23*01,ighd4-17*01,ighj4*02
37727,ighv3-62*04,ighd4-4*01,ighj4*03
37728,ighv1-58*01,ighd1-20*01,ighj4*02
37729,ighv1-18*04,ighd1-1*01,ighj4*03
37730,ighv2-5*02,ighd3-16*02,ighj2*01
37731,ighv1-8*01,ighd1-20*01,ighj4*02
37732,ighv3-13*05,ighd6-25*01,ighj4*03
37733,ighv1-8*02,ighd2-2*01,ighj6*01
37734,ighv1-45*02,ighd6-25*01,ighj1*01
37735,ighv1-69d*01,ighd5-18*01,ighj4*02
37736,ighv1-8*02,ighd3-3*02,ighj4*03
37737,ighv1-69*14,ighd3-9*01,ighj6*01
37738,ighv1-2*07,ighd3-10*02,ighj4*03
37739,ighv1-46*04,ighd3-9*01,ighj4*03
37740,ighv1-18*03,ighd3-22*01,ighj3*01
37741,ighv3-64*05,ighd2-8*01,ighj4*02
37742,ighv2-70*10,ighd2-2*02,ighj6*04
37743,ighv2-5*02,ighd3-9*01,ighj6*01
37744,ighv1-18*04,ighd3-10*02,ighj6*01
37745,ighv3-53*02,ighd6-25*01,ighj4*03
37746,ighv1-69*09,ighd6-6*01,ighj4*02
37747,ighv1-24*01,ighd6-19*01,ighj6*04
37748,ighv1-69d*01,ighd6-13*01,ighj3*01
37749,ighv3-7*05,ighd3-10*01,ighj4*02
37750,ighv2-70*10,ighd1-26*01,ighj5*02
37751,ighv3-43*02,ighd2-2*02,ighj5*02
37752,ighv1-2*07,ighd2-15*01,ighj4*03
37753,ighv3-23d*01,ighd3-22*01,ighj5*01
37754,ighv1-58*02,ighd2-15*01,ighj4*03
37755,ighv4-39*06,ighd3-22*01,ighj4*02
37756,ighv5-10-1*03,ighd3-22*01,ighj4*02
37757,ighv1-69-2*01,ighd1-7*01,ighj4*03
37758,ighv2-70d*04,ighd3-10*02,ighj4*03
37759,ighv1-46*04,ighd1-7*01,ighj4*03
37760,ighv3-30-3*03,ighd1-26*01,ighj4*02
37761,ighv3-21*02,ighd2-8*01,ighj3*01
37762,ighv3-74*02,ighd5-18*01,ighj6*01
37763,ighv4-59*01,ighd6-13*01,ighj3*01
37764,ighv4-39*01,ighd5-18*01,ighj6*01
37765,ighv3-64d*06,ighd5-5*01,ighj3*02
37766,ighv1-3*03,ighd5-5*01,ighj4*03
37767,ighv2-70*10,ighd7-27*01,ighj4*02
37768,ighv2-70d*04,ighd3-9*01,ighj6*01
37769,ighv3-66*01,ighd3-22*01,ighj4*03
37770,ighv1-46*03,ighd1-1*01,ighj4*02
37771,ighv4-39*06,ighd6-13*01,ighj5*02
37772,ighv7-4-1*02,ighd4-17*01,ighj4*02
37773,ighv3-62*04,ighd3-10*02,ighj4*03
37774,ighv2-70*10,ighd7-27*01,ighj4*02
37775,ighv3-66*01,ighd2-15*01,ighj4*03
37776,ighv1-18*04,ighd4-17*01,ighj6*01
37777,ighv1-3*03,ighd3-3*02,ighj6*01
37778,ighv1-18*03,ighd2-8*01,ighj6*04
37779,ighv2-26*03,ighd3-9*01,ighj6*04
37780,ighv1-24*01,ighd1-7*01,ighj6*01
37781,ighv1-8*01,ighd2-2*02,ighj6*04
37782,ighv1-18*03,ighd3-10*01,ighj4*02
37783,ighv4-39*01,ighd2-8*02,ighj5*01
37784,ighv2-26*03,ighd5-5*01,ighj4*02
37785,ighv1-8*01,ighd6-13*01,ighj4*02
37786,ighv1-45*01,ighd6-19*01,ighj4*03
37787,ighv2-5*02,ighd1-26*01,ighj4*03
37788,ighv1-3*03,ighd3-22*01,ighj1*01
37789,ighv3-43*02,ighd2-15*01,ighj2*01
37790,ighv3-11*06,ighd5-12*01,ighj6*01
37791,ighv3-64*03,ighd3-22*01,ighj5*01
37792,ighv2-70*20,ighd1-26*01,ighj6*01
37793,ighv1-2*07,ighd5-12*01,ighj4*03
37794,ighv1-69*14,ighd7-27*01,ighj4*03
37795,ighv4-30-2*05,ighd2-2*01,ighj4*03
37796,ighv2-70*20,ighd5-12*01,ighj4*03
37797,ighv1-69*09,ighd2-21*01,ighj6*04
37798,ighv1-45*01,ighd3-22*01,ighj6*01
37799,ighv1-24*01,ighd3-3*02,ighj4*03
37800,ighv1-18*04,ighd5-5*01,ighj6*01
37801,ighv1-3*03,ighd6-13*01,ighj6*01
37802,ighv3-11*05,ighd3-10*01,ighj4*02
37803,ighv3-43*01,ighd1-7*01,ighj4*03
37804,ighv2-5*01,ighd5-5*01,ighj4*02
37805,ighv5-10-1*03,ighd6-19*01,ighj4*02
37806,ighv1-69d*01,ighd3-10*01,ighj4*02
37807,ighv4-34*09,ighd6-13*01,ighj5*02
37808,ighv2-70d*14,ighd5-12*01,ighj5*02
37809,ighv2-5*02,ighd5-5*01,ighj5*01
37810,ighv3-nl1*01,ighd2-8*02,ighj4*03
37811,ighv1-8*01,ighd3-10*01,ighj4*02
37812,ighv3-74*02,ighd1-1*01,ighj4*03
37813,ighv1-2*06,ighd3-3*01,ighj6*04
37814,ighv1-8*01,ighd2-8*01,ighj4*02
37815,ighv1-18*03,ighd2-15*01,ighj6*04
37816,ighv1-69-2*01,ighd3-3*01,ighj6*04
37817,ighv4-34*09,ighd2-21*01,ighj5*02
37818,ighv2-5*02,ighd5-5*01,ighj4*03
37819,ighv2-5*01,ighd3-16*01,ighj3*01
37820,ighv2-70d*04,ighd1-1*01,ighj4*03
37821,ighv1-18*04,ighd3-10*02,ighj4*03
37822,ighv4-28*05,ighd2-21*01,ighj5*02
37823,ighv1-3*02,ighd3-9*01,ighj4*02
37824,ighv2-5*02,ighd2-21*02,ighj4*03
37825,ighv1-58*01,ighd3-3*01,ighj3*01
37826,ighv1-18*03,ighd3-9*01,ighj4*02
37827,ighv3-48*04,ighd6-25*01,ighj3*02
37828,ighv1-2*07,ighd5-12*01,ighj4*03
37829,ighv3-30-5*01,ighd3-10*01,ighj4*02
37830,ighv2-70*10,ighd5-5*01,ighj3*01
37831,ighv2-26*03,ighd4-17*01,ighj4*02
37832,ighv1-46*04,ighd6-6*01,ighj4*03
37833,ighv1-69d*01,ighd3-22*01,ighj6*01
37834,ighv2-70d*04,ighd6-19*01,ighj3*02
37835,ighv1-46*04,ighd6-19*01,ighj4*03
37836,ighv2-70d*14,ighd3-16*01,ighj3*01
37837,ighv1-8*02,ighd4-17*01,ighj4*03
37838,ighv3-49*05,ighd4-4*01,ighj4*03
37839,ighv3-11*05,ighd1-26*01,ighj2*01
37840,ighv1-24*01,ighd2-8*02,ighj4*03
37841,ighv4-34*09,ighd2-8*01,ighj4*02
37842,ighv2-70*10,ighd6-6*01,ighj6*04
37843,ighv2-70*10,ighd3-10*01,ighj4*02
37844,ighv5-51*03,ighd3-22*01,ighj2*01
37845,ighv1-69-2*01,ighd6-19*01,ighj4*03
37846,ighv1-8*01,ighd3-16*01,ighj3*01
37847,ighv3-23d*01,ighd2-2*01,ighj4*03
37848,ighv1-18*04,ighd3-3*02,ighj4*03
37849,ighv1-3*02,ighd3-3*01,ighj4*02
37850,ighv1-69-2*01,ighd3-9*01,ighj4*03
37851,ighv1-8*02,ighd6-6*01,ighj2*01
37852,ighv2-70*20,ighd3-16*02,ighj5*01
37853,ighv1-24*01,ighd1-20*01,ighj4*03
37854,ighv1-69d*01,ighd5-5*01,ighj6*01
37855,ighv3-nl1*01,ighd3-3*02,ighj6*01
37856,ighv4-31*10,ighd2-8*01,ighj6*04
37857,ighv1-46*04,ighd4-4*01,ighj5*01
37858,ighv1-46*03,ighd3-10*01,ighj4*02
37859,ighv1-69d*01,ighd6-19*01,ighj4*02
37860,ighv1-69d*01,ighd3-10*02,ighj4*03
37861,ighv3-73*02,ighd3-22*01,ighj4*02
37862,ighv2-70d*04,ighd6-6*01,ighj4*03
37863,ighv1-18*03,ighd4-17*01,ighj4*02
37864,ighv5-51*03,ighd1-26*01,ighj4*02
37865,ighv2-70*20,ighd3-3*02,ighj4*03
37866,ighv2-70*20,ighd5-5*01,ighj4*03
37867,ighv1-8*02,ighd6-25*01,ighj5*01
37868,ighv2-26*03,ighd1-26*01,ighj4*02
37869,ighv1-46*04,ighd2-2*01,ighj5*01
37870,ighv3-7*05,ighd3-16*01,ighj4*02
37871,ighv2-5*01,ighd3-16*01,ighj4*02
37872,ighv1-8*01,ighd6-25*01,ighj6*04
37873,ighv1-58*01,ighd6-25*01,ighj3*01
37874,ighv3-49*01,ighd3-9*01,ighj4*02
37875,ighv1-8*01,ighd1-7*01,ighj2*01
37876,ighv1-2*07,ighd3-16*02,ighj6*01
37877,ighv1-8*02,ighd6-13*01,ighj6*01
37878,ighv7-4-1*01,ighd3-22*01,ighj4*03
37879,ighv3-64*03,ighd4-4*01,ighj4*03
37880,ighv3-48*04,ighd5-18*01,ighj3*02
37881,ighv4-30-4*01,ighd1-20*01,ighj4*02
37882,ighv1-24*01,ighd2-21*01,ighj4*02
37883,ighv4-39*01,ighd6-13*01,ighj4*03
37884,ighv2-70d*14,ighd5-18*01,ighj4*02
37885,ighv1-18*04,ighd3-3*02,ighj5*01
37886,ighv3-64d*09,ighd2-8*01,ighj4*02
37887,ighv3-53*02,ighd3-16*02,ighj1*01
37888,ighv1-2*06,ighd1-1*01,ighj4*02
37889,ighv1-24*01,ighd6-25*01,ighj4*03
37890,ighv3-62*04,ighd1-7*01,ighj3*01
37891,ighv3-43*02,ighd5-12*01,ighj5*02
37892,ighv2-70d*04,ighd3-10*02,ighj2*01
37893,ighv3-30*03,ighd6-19*01,ighj4*02
37894,ighv3-35*02,ighd3-10*02,ighj4*03
37895,ighv3-nl1*01,ighd3-22*01,ighj6*01
37896,ighv3-35*02,ighd5-5*01,ighj6*01
37897,ighv1-8*02,ighd2-8*02,ighj4*03
37898,ighv2-70*20,ighd2-2*01,ighj4*03
37899,ighv4-4*08,ighd4-4*01,ighj3*02
37900,ighv1-8*01,ighd2-2*02,ighj4*02
37901,ighv2-26*02,ighd5-5*01,ighj4*03
37902,ighv1-2*07,ighd5-5*01,ighj4*03
37903,ighv4-30-2*03,ighd2-2*02,ighj4*02
37904,ighv2-5*02,ighd5-18*01,ighj3*02
37905,ighv2-26*03,ighd3-3*01,ighj3*01
37906,ighv3-nl1*01,ighd1-26*01,ighj4*02
37907,ighv1-8*01,ighd6-6*01,ighj3*01
37908,ighv1-2*06,ighd3-10*01,ighj4*02
37909,ighv1-69-2*01,ighd5-18*01,ighj4*02
37910,ighv4-31*02,ighd4-4*01,ighj4*03
37911,ighv1-3*02,ighd2-15*01,ighj6*04
37912,ighv7-4-1*01,ighd3-22*01,ighj4*03
37913,ighv3-nl1*01,ighd2-8*01,ighj6*04
37914,ighv3-7*05,ighd3-22*01,ighj4*02
37915,ighv1-69-2*01,ighd1-1*01,ighj6*04
37916,ighv1-69*14,ighd4-4*01,ighj5*01
37917,ighv1-45*01,ighd2-21*02,ighj4*03
37918,ighv3-43*01,ighd4-17*01,ighj6*01
37919,ighv1-2*06,ighd1-26*01,ighj2*01
37920,ighv1-18*03,ighd6-6*01,ighj6*04
37921,ighv3-23*04,ighd2-8*02,ighj6*01
37922,ighv2-26*03,ighd3-3*01,ighj6*04
37923,ighv1-69-2*01,ighd3-16*02,ighj2*01
37924,ighv1-2*06,ighd4-4*01,ighj6*04
37925,ighv3-64*03,ighd1-1*01,ighj4*03
37926,ighv2-26*03,ighd3-22*01,ighj4*02
37927,ighv1-69*14,ighd3-22*01,ighj4*03
37928,ighv1-3*03,ighd6-19*01,ighj5*01
37929,ighv3-23*04,ighd2-21*02,ighj4*03
37930,ighv1-46*04,ighd4-4*01,ighj4*03
37931,ighv3-43d*04,ighd3-3*01,ighj4*02
37932,ighv3-23d*01,ighd2-21*01,ighj4*02
37933,ighv2-5*02,ighd3-16*02,ighj6*01
37934,ighv1-2*07,ighd2-2*01,ighj4*03
37935,ighv7-4-1*01,ighd2-8*02,ighj6*01
37936,ighv1-24*01,ighd6-25*01,ighj5*01
37937,ighv3-7*05,ighd3-22*01,ighj4*02
37938,ighv2-5*01,ighd3-16*01,ighj6*04
37939,ighv1-69d*01,ighd5-5*01,ighj4*02
37940,ighv1-69-2*01,ighd2-21*01,ighj4*02
37941,ighv2-26*03,ighd1-1*01,ighj2*01
37942,ighv3-30-3*02,ighd3-10*02,ighj4*03
37943,ighv1-69-2*01,ighd4-17*01,ighj6*01
37944,ighv2-70d*14,ighd2-8*01,ighj4*02
37945,ighv1-69d*01,ighd6-19*01,ighj4*02
37946,ighv2-5*02,ighd3-10*02,ighj1*01
37947,ighv1-46*03,ighd5-18*01,ighj5*02
37948,ighv1-3*02,ighd6-19*01,ighj3*01
37949,ighv1-3*02,ighd1-1*01,ighj4*02
37950,ighv3-43*02,ighd6-19*01,ighj4*02
37951,ighv1-18*03,ighd3-16*01,ighj6*04
37952,ighv4-31*02,ighd1-7*01,ighj4*03
37953,ighv7-4-1*02,ighd5-5*01,ighj4*02
37954,ighv2-5*01,ighd3-3*01,ighj4*02
37955,ighv1-58*02,ighd3-9*01,ighj2*01
37956,ighv2-70d*04,ighd2-2*01,ighj4*03
37957,ighv3-23d*01,ighd3-22*01,ighj4*03
37958,ighv2-5*02,ighd2-15*01,ighj4*03
37959,ighv1-46*03,ighd3-3*01,ighj4*02
37960,ighv1-46*03,ighd3-22*01,ighj4*02
37961,ighv3-30-5*01,ighd5-18*01,ighj6*04
37962,ighv1-3*03,ighd3-3*02,ighj2*01
37963,ighv3-13*05,ighd6-6*01,ighj6*01
37964,ighv3-23d*01,ighd2-8*01,ighj5*02
37965,ighv3-43*01,ighd1-20*01,ighj6*01
37966,ighv1-24*01,ighd6-19*01,ighj3*02
37967,ighv3-53*01,ighd2-21*01,ighj4*02
37968,ighv7-4-1*01,ighd2-21*02,ighj4*03
37969,ighv1-8*02,ighd1-7*01,ighj4*03
37970,ighv1-3*02,ighd1-1*01,ighj5*02
37971,ighv3-13*01,ighd2-8*01,ighj3*01
37972,ighv1-24*01,ighd3-9*01,ighj4*03
37973,ighv6-1*01,ighd6-25*01,ighj4*02
37974,ighv7-4-1*01,ighd2-21*02,ighj3*02
37975,ighv2-26*03,ighd4-4*01,ighj4*02
37976,ighv1-69d*01,ighd5-18*01,ighj6*01
37977,ighv3-30-3*02,ighd3-3*02,ighj4*03
37978,ighv1-3*03,ighd3-22*01,ighj4*03
37979,ighv2-26*02,ighd1-7*01,ighj4*03
37980,ighv3-53*01,ighd5-18*01,ighj5*02
37981,ighv1-18*04,ighd3-22*01,ighj6*01
37982,ighv3-43d*03,ighd3-22*01,ighj6*01
37983,ighv1-46*04,ighd3-10*02,ighj5*01
37984,ighv1-69*14,ighd6-6*01,ighj4*03
37985,ighv4-30-4*01,ighd2-8*01,ighj3*01
37986,ighv3-23*04,ighd3-16*02,ighj6*01
37987,ighv3-64*03,ighd2-21*02,ighj6*01
37988,ighv1-58*01,ighd6-25*01,ighj4*02
37989,ighv3-nl1*01,ighd2-15*01,ighj4*02
37990,ighv3-15*06,ighd3-3*02,ighj3*02
37991,ighv1-46*04,ighd3-3*02,ighj6*01
37992,ighv4-30-4*02,ighd2-21*02,ighj4*03
37993,ighv1-2*07,ighd5-12*01,ighj4*03
37994,ighv3-30-3*02,ighd5-5*01,ighj6*01
37995,ighv3-nl1*01,ighd1-7*01,ighj4*02
37996,ighv1-2*06,ighd3-3*01,ighj4*02
37997,ighv1-3*02,ighd2-15*01,ighj6*04
37998,ighv3-20*01,ighd1-20*01,ighj6*01
37999,ighv2-26*02,ighd6-6*01,ighj6*01
38000,ighv1-58*01,ighd7-27*01,ighj4*02
38001,ighv1-2*06,ighd5-12*01,ighj5*02
38002,ighv3-15*06,ighd1-26*01,ighj4*03
38003,ighv3-66*03,ighd5-12*01,ighj5*02
38004,ighv1-69-2*01,ighd3-3*02,ighj4*03
38005,ighv2-70d*04,ighd1-20*01,ighj4*03
38006,ighv1-69*09,ighd6-6*01,ighj3*01
38007,ighv1-18*04,ighd4-4*01,ighj4*03
38008,ighv1-69*09,ighd1-20*01,ighj6*04
38009,ighv3-23*01,ighd1-20*01,ighj4*02
38010,ighv6-1*02,ighd3-10*02,ighj4*03
38011,ighv3-13*05,ighd5-12*01,ighj6*01
38012,ighv3-20*04,ighd6-6*01,ighj6*04
38013,ighv2-26*03,ighd5-18*01,ighj5*02
38014,ighv3-73*02,ighd6-19*01,ighj6*04
38015,ighv3-49*01,ighd6-25*01,ighj4*02
38016,ighv3-11*05,ighd5-5*01,ighj5*02
38017,ighv1-58*02,ighd4-17*01,ighj6*01
38018,ighv1-3*02,ighd6-19*01,ighj3*01
38019,ighv1-46*03,ighd3-22*01,ighj4*02
38020,ighv1-24*01,ighd3-10*01,ighj4*02
38021,ighv1-69*09,ighd6-25*01,ighj6*04
38022,ighv1-24*01,ighd4-4*01,ighj3*01
38023,ighv1-69-2*01,ighd5-5*01,ighj6*04
38024,ighv2-70*10,ighd3-22*01,ighj4*02
38025,ighv2-70d*04,ighd6-13*01,ighj4*03
38026,ighv1-69*09,ighd5-5*01,ighj4*02
38027,ighv2-26*03,ighd3-16*01,ighj5*02
38028,ighv1-24*01,ighd2-15*01,ighj3*01
38029,ighv1-69d*01,ighd6-19*01,ighj5*01
38030,ighv3-49*01,ighd6-19*01,ighj4*02
38031,ighv2-70d*04,ighd2-15*01,ighj4*03
38032,ighv3-33*06,ighd3-10*01,ighj5*02
38033,ighv4-28*05,ighd4-4*01,ighj6*04
38034,ighv1-46*03,ighd3-16*01,ighj4*02
38035,ighv1-2*07,ighd5-12*01,ighj5*01
38036,ighv3-66*01,ighd1-20*01,ighj6*01
38037,ighv2-70*20,ighd3-16*02,ighj4*03
38038,ighv2-70*10,ighd3-16*01,ighj4*02
38039,ighv2-5*02,ighd3-16*02,ighj4*03
38040,ighv3-21*06,ighd3-3*02,ighj6*01
38041,ighv1-69d*01,ighd2-15*01,ighj1*01
38042,ighv1-8*02,ighd3-3*02,ighj4*03
38043,ighv1-69-2*01,ighd6-6*01,ighj6*01
38044,ighv1-8*02,ighd4-4*01,ighj6*01
38045,ighv1-58*02,ighd3-22*01,ighj5*01
38046,ighv3-nl1*01,ighd6-19*01,ighj5*02
38047,ighv1-45*01,ighd2-21*02,ighj4*03
38048,ighv2-26*02,ighd3-10*02,ighj4*03
38049,ighv2-26*03,ighd1-7*01,ighj5*02
38050,ighv1-46*03,ighd2-8*01,ighj4*02
38051,ighv3-20*04,ighd5-18*01,ighj4*02
38052,ighv2-26*02,ighd3-3*02,ighj6*01
38053,ighv1-46*04,ighd1-7*01,ighj4*03
38054,ighv6-1*01,ighd3-10*01,ighj4*02
38055,ighv3-23*04,ighd4-4*01,ighj5*01
38056,ighv3-33*06,ighd2-15*01,ighj4*02
38057,ighv1-46*04,ighd3-9*01,ighj2*01
38058,ighv3-nl1*01,ighd1-7*01,ighj6*01
38059,ighv3-30*03,ighd3-16*01,ighj6*04
38060,ighv1-2*06,ighd1-20*01,ighj4*02
38061,ighv1-69-2*01,ighd4-17*01,ighj6*04
38062,ighv3-21*06,ighd6-13*01,ighj6*01
38063,ighv1-24*01,ighd2-8*02,ighj6*01
38064,ighv1-69*09,ighd3-9*01,ighj4*02
38065,ighv3-53*01,ighd3-16*01,ighj6*04
38066,ighv6-1*02,ighd6-19*01,ighj6*01
38067,ighv3-30-3*03,ighd6-13*01,ighj3*01
38068,ighv3-43d*03,ighd2-2*01,ighj6*01
38069,ighv3-13*01,ighd1-7*01,ighj4*02
38070,ighv1-2*07,ighd5-5*01,ighj4*03
38071,ighv1-8*01,ighd6-19*01,ighj3*01
38072,ighv2-26*03,ighd3-3*01,ighj6*04
38073,ighv1-69*09,ighd5-5*01,ighj4*02
38074,ighv1-69*09,ighd6-13*01,ighj5*02
38075,ighv3-9*02,ighd1-26*01,ighj3*02
38076,ighv1-8*01,ighd6-6*01,ighj6*04
38077,ighv3-30*03,ighd5-12*01,ighj4*02
38078,ighv3-30*03,ighd6-6*01,ighj3*01
38079,ighv3-9*02,ighd4-17*01,ighj4*03
38080,ighv1-69-2*01,ighd2-8*02,ighj6*01
38081,ighv2-70*10,ighd6-6*01,ighj6*04
38082,ighv1-69d*01,ighd3-3*02,ighj5*01
38083,ighv2-70*10,ighd5-18*01,ighj4*02
38084,ighv3-48*04,ighd6-13*01,ighj4*03
38085,ighv1-8*01,ighd3-16*01,ighj3*01
38086,ighv3-62*04,ighd3-22*01,ighj4*02
38087,ighv1-69-2*01,ighd1-1*01,ighj6*04
38088,ighv1-69*14,ighd5-12*01,ighj4*03
38089,ighv3-7*05,ighd1-26*01,ighj6*04
38090,ighv3-33*02,ighd3-16*02,ighj4*03
38091,ighv3-64d*09,ighd3-16*01,ighj5*02
38092,ighv3-49*01,ighd2-15*01,ighj6*04
38093,ighv4-38-2*01,ighd6-13*01,ighj3*01
38094,ighv2-70d*14,ighd4-17*01,ighj4*02
38095,ighv1-45*01,ighd6-6*01,ighj5*01
38096,ighv3-15*05,ighd1-26*01,ighj4*02
38097,ighv1-69*14,ighd2-8*02,ighj6*01
38098,ighv3-15*06,ighd2-2*01,ighj5*01
38099,ighv1-69-2*01,ighd5-5*01,ighj4*03
38100,ighv2-5*01,ighd3-3*01,ighj4*02
38101,ighv3-15*05,ighd6-6*01,ighj6*04
38102,ighv2-70*20,ighd6-19*01,ighj5*01
38103,ighv2-70d*04,ighd1-1*01,ighj4*03
38104,ighv2-70d*14,ighd3-10*01,ighj4*02
38105,ighv5-10-1*03,ighd1-1*01,ighj4*02
38106,ighv4-4*08,ighd3-9*01,ighj4*03
38107,ighv1-8*02,ighd6-25*01,ighj4*03
38108,ighv1-58*02,ighd1-26*01,ighj4*03
38109,ighv5-10-1*03,ighd3-10*01,ighj4*02
38110,ighv1-69-2*01,ighd6-6*01,ighj4*02
